Year,state,State ANSI,Value,average_temp
2011.0,Delaware,10.0,126.4,56.94166666666666
2011.0,Florida,12.0,104.0,71.15833333333333
2011.0,Georgia,13.0,151.6,64.15833333333333
2011.0,Idaho,16.0,189.0,42.458333333333336
2011.0,Illinois,17.0,160.6,52.65833333333333
2011.0,Indiana,18.0,146.2,52.55833333333334
2011.0,Iowa,19.0,171.2,48.0
2011.0,Kansas,20.0,105.4,55.18333333333334
2011.0,Kentucky,21.0,140.2,56.416666666666664
2011.0,Louisiana,22.0,133.0,67.58333333333333
2011.0,Maryland,24.0,105.4,56.050000000000004
2011.0,Michigan,26.0,147.8,45.30833333333334
2011.0,Minnesota,27.0,162.2,41.541666666666664
2011.0,Mississippi,28.0,118.8,64.20833333333333
2011.0,Missouri,29.0,118.0,55.324999999999996
2011.0,Montana,30.0,127.0,41.291666666666664
2011.0,Nebraska,31.0,161.2,48.65833333333333
2011.0,New Jersey,34.0,128.6,54.46666666666667
2011.0,New Mexico,35.0,180.0,54.99166666666667
2011.0,New York,36.0,130.8,46.76666666666667
2011.0,North Carolina,37.0,81.8,59.84166666666667
2011.0,North Dakota,38.0,117.2,40.1
2011.0,Ohio,39.0,155.4,51.791666666666664
2011.0,Oklahoma,40.0,86.4,61.61666666666667
2011.0,Oregon,41.0,215.0,46.300000000000004
2011.0,Pennsylvania,42.0,111.0,50.03333333333333
2011.0,South Carolina,45.0,58.8,63.59166666666667
2011.0,South Dakota,46.0,137.0,44.39166666666667
2011.0,Tennessee,47.0,135.4,58.50833333333333
2011.0,Texas,48.0,106.4,67.45
2011.0,Utah,49.0,164.0,47.85
2011.0,Virginia,51.0,119.2,56.458333333333336
2011.0,Washington,53.0,214.0,45.56666666666666
2011.0,West Virginia,54.0,114.0,52.949999999999996
2011.0,Wisconsin,55.0,158.2,43.775
2011.0,Wyoming,56.0,130.0,41.175000000000004
2012.0,Alabama,1.0,97.6,64.85000000000001
2012.0,Arizona,4.0,195.0,62.0
2012.0,Arkansas,5.0,173.4,63.474999999999994
2012.0,California,6.0,188.0,59.48333333333333
2012.0,Colorado,8.0,135.8,48.23333333333333
2012.0,Delaware,10.0,118.0,58.449999999999996
2012.0,Florida,12.0,115.0,71.91666666666667
2012.0,Georgia,13.0,184.0,65.46666666666667
2012.0,Idaho,16.0,195.0,45.050000000000004
2012.0,Illinois,17.0,106.0,55.725
2012.0,Indiana,18.0,99.8,55.050000000000004
2012.0,Iowa,19.0,139.4,52.125
2012.0,Kansas,20.0,92.2,58.150000000000006
2012.0,Kentucky,21.0,67.8,58.31666666666667
2012.0,Louisiana,22.0,169.6,68.56666666666666
2012.0,Maryland,24.0,115.4,57.46666666666667
2012.0,Michigan,26.0,119.6,48.416666666666664
2012.0,Minnesota,27.0,162.4,45.44166666666666
2012.0,Mississippi,28.0,154.8,65.50833333333334
2012.0,Missouri,29.0,75.0,58.49166666666667
2012.0,Montana,30.0,104.0,44.725
2012.0,Nebraska,31.0,143.0,52.75833333333333
2012.0,New Jersey,34.0,127.4,55.85
2012.0,New Mexico,35.0,170.0,55.80833333333334
2012.0,New York,36.0,127.6,48.85833333333333
2012.0,North Carolina,37.0,118.2,60.675000000000004
2012.0,North Dakota,38.0,112.4,44.541666666666664
2012.0,Ohio,39.0,124.0,53.975
2012.0,Oklahoma,40.0,110.0,63.041666666666664
2012.0,Oregon,41.0,205.0,48.06666666666666
2012.0,Pennsylvania,42.0,126.2,51.775000000000006
2012.0,South Carolina,45.0,121.2,64.46666666666667
2012.0,South Dakota,46.0,96.6,49.5
2012.0,Tennessee,47.0,86.4,60.208333333333336
2012.0,Texas,48.0,143.2,67.53333333333333
2012.0,Utah,49.0,167.0,50.9
2012.0,Virginia,51.0,95.8,57.541666666666664
2012.0,Washington,53.0,216.0,46.99166666666667
2012.0,West Virginia,54.0,128.0,54.300000000000004
2012.0,Wisconsin,55.0,126.8,47.416666666666664
2012.0,Wyoming,56.0,142.0,44.74166666666667
2013.0,Alabama,1.0,146.75,62.708333333333336
2013.0,Arizona,4.0,177.0,60.475
2013.0,Arkansas,5.0,178.25,59.9
2013.0,California,6.0,190.25,59.28333333333333
2013.0,Colorado,8.0,139.25,45.175000000000004
2013.0,Delaware,10.0,162.75,55.99166666666667
2013.0,Florida,12.0,133.0,71.56666666666666
2013.0,Georgia,13.0,180.5,63.425000000000004
2013.0,Idaho,16.0,181.0,43.90833333333333
2013.0,Illinois,17.0,172.0,51.51666666666667
2013.0,Indiana,18.0,170.75,51.574999999999996
2013.0,Iowa,19.0,164.5,47.083333333333336
2013.0,Kansas,20.0,124.25,53.925000000000004
2013.0,Kentucky,21.0,163.75,55.26666666666667
2013.0,Louisiana,22.0,173.25,66.47500000000001
2013.0,Maryland,24.0,156.5,54.85833333333333
2013.0,Michigan,26.0,156.75,44.53333333333333
2013.0,Minnesota,27.0,163.75,39.80833333333333
2013.0,Mississippi,28.0,172.75,63.28333333333333
2013.0,Missouri,29.0,131.0,53.958333333333336
2013.0,Montana,30.0,115.0,42.59166666666667
2013.0,Nebraska,31.0,165.75,48.65833333333333
2013.0,New Jersey,34.0,139.5,53.39166666666667
2013.0,New Mexico,35.0,190.0,53.73333333333333
2013.0,New York,36.0,146.75,45.99166666666667
2013.0,North Carolina,37.0,136.5,58.64166666666667
2013.0,North Dakota,38.0,111.0,39.141666666666666
2013.0,Ohio,39.0,173.0,51.11666666666667
2013.0,Oklahoma,40.0,125.0,59.11666666666667
2013.0,Oregon,41.0,188.0,47.725
2013.0,Pennsylvania,42.0,150.25,49.208333333333336
2013.0,South Carolina,45.0,128.5,62.36666666666667
2013.0,South Dakota,46.0,141.25,44.375
2013.0,Tennessee,47.0,152.5,57.349999999999994
2013.0,Texas,48.0,137.5,65.375
2013.0,Utah,49.0,170.0,47.949999999999996
2013.0,Virginia,51.0,148.5,55.208333333333336
2013.0,Washington,53.0,213.75,47.30833333333334
2013.0,West Virginia,54.0,147.0,51.916666666666664
2013.0,Wisconsin,55.0,144.25,42.333333333333336
2013.0,Wyoming,56.0,127.0,41.84166666666667
2014.0,Alabama,1.0,153.6,61.949999999999996
2014.0,Arizona,4.0,210.0,62.14166666666667
2014.0,Arkansas,5.0,185.8,58.49166666666667
2014.0,California,6.0,167.0,61.35
2014.0,Colorado,8.0,144.8,45.86666666666667
2014.0,Delaware,10.0,179.0,54.69166666666666
2014.0,Florida,12.0,135.0,70.75833333333334
2014.0,Georgia,13.0,167.6,62.975
2014.0,Idaho,16.0,200.0,44.76666666666667
2014.0,Illinois,17.0,196.4,49.15
2014.0,Indiana,18.0,184.6,49.18333333333334
2014.0,Iowa,19.0,183.2,45.00833333333333
2014.0,Kansas,20.0,153.0,53.46666666666667
2014.0,Kentucky,21.0,150.0,54.25
2014.0,Louisiana,22.0,180.6,64.89166666666667
2014.0,Maryland,24.0,167.8,53.51666666666667
2014.0,Michigan,26.0,163.4,41.50833333333333
2014.0,Minnesota,27.0,165.8,37.99166666666667
2014.0,Mississippi,28.0,182.6,62.175000000000004
2014.0,Missouri,29.0,175.2,52.59166666666667
2014.0,Montana,30.0,100.0,41.541666666666664
2014.0,Nebraska,31.0,178.6,47.791666666666664
2014.0,New Jersey,34.0,147.4,51.84166666666667
2014.0,New Mexico,35.0,195.0,54.69166666666667
2014.0,New York,36.0,151.4,44.31666666666666
2014.0,North Carolina,37.0,134.8,58.35833333333333
2014.0,North Dakota,38.0,127.8,38.43333333333333
2014.0,Ohio,39.0,177.4,49.050000000000004
2014.0,Oklahoma,40.0,153.4,58.6
2014.0,Oregon,41.0,190.0,49.36666666666667
2014.0,Pennsylvania,42.0,151.0,47.31666666666666
2014.0,South Carolina,45.0,117.4,62.24166666666667
2014.0,South Dakota,46.0,147.4,43.23333333333333
2014.0,Tennessee,47.0,159.0,56.50833333333333
2014.0,Texas,48.0,147.0,64.59166666666667
2014.0,Utah,49.0,160.0,50.06666666666666
2014.0,Virginia,51.0,142.4,54.4
2014.0,Washington,53.0,213.0,48.125
2014.0,West Virginia,54.0,149.0,50.699999999999996
2014.0,Wisconsin,55.0,159.6,39.71666666666667
2014.0,Wyoming,56.0,138.0,41.85
2015.0,Alabama,1.0,139.4,64.325
2015.0,Arizona,4.0,210.0,61.9
2015.0,Arkansas,5.0,186.8,61.14166666666667
2015.0,California,6.0,179.4,60.958333333333336
2015.0,Colorado,8.0,152.0,47.550000000000004
2015.0,Delaware,10.0,187.8,56.00833333333333
2015.0,Florida,12.0,141.0,73.03333333333333
2015.0,Georgia,13.0,180.0,64.99166666666666
2015.0,Idaho,16.0,207.0,46.574999999999996
2015.0,Illinois,17.0,171.6,52.56666666666666
2015.0,Indiana,18.0,155.2,51.98333333333333
2015.0,Iowa,19.0,185.6,49.05833333333334
2015.0,Kansas,20.0,148.6,56.166666666666664
2015.0,Kentucky,21.0,172.8,56.208333333333336
2015.0,Louisiana,22.0,170.2,67.875
2015.0,Maryland,24.0,172.0,55.074999999999996
2015.0,Michigan,26.0,165.0,44.800000000000004
2015.0,Minnesota,27.0,185.2,43.28333333333333
2015.0,Mississippi,28.0,182.6,65.01666666666667
2015.0,Missouri,29.0,147.2,55.60833333333333
2015.0,Montana,30.0,110.0,44.90833333333333
2015.0,Nebraska,31.0,185.4,50.74166666666667
2015.0,New Jersey,34.0,148.6,53.48333333333333
2015.0,New Mexico,35.0,180.0,54.99166666666667
2015.0,New York,36.0,146.6,45.31666666666666
2015.0,North Carolina,37.0,115.2,60.11666666666667
2015.0,North Dakota,38.0,127.4,43.25833333333333
2015.0,Ohio,39.0,162.4,51.24166666666667
2015.0,Oklahoma,40.0,136.6,60.699999999999996
2015.0,Oregon,41.0,188.0,50.50833333333333
2015.0,Pennsylvania,42.0,150.6,49.1
2015.0,South Carolina,45.0,105.2,64.09166666666667
2015.0,South Dakota,46.0,160.2,47.53333333333333
2015.0,Tennessee,47.0,163.0,58.675000000000004
2015.0,Texas,48.0,141.4,65.75
2015.0,Utah,49.0,173.0,50.94166666666666
2015.0,Virginia,51.0,159.4,56.166666666666664
2015.0,Washington,53.0,219.0,50.050000000000004
2015.0,West Virginia,54.0,148.0,52.800000000000004
2015.0,Wisconsin,55.0,163.6,44.49166666666667
2015.0,Wyoming,56.0,159.0,44.291666666666664
2016.0,Alabama,1.0,124.0,65.63333333333334
2016.0,Arizona,4.0,215.0,62.025
2016.0,Arkansas,5.0,180.0,63.1
2016.0,California,6.0,183.0,60.083333333333336
2016.0,Colorado,8.0,139.4,47.30833333333334
2016.0,Delaware,10.0,178.4,57.85
2016.0,Florida,12.0,145.0,72.60000000000001
2016.0,Georgia,13.0,174.2,66.05833333333334
2016.0,Idaho,16.0,208.6,45.300000000000004
2016.0,Illinois,17.0,200.2,55.25
2016.0,Indiana,18.0,179.8,54.75
2016.0,Iowa,19.0,198.6,51.125
2016.0,Kansas,20.0,146.4,57.48333333333333
2016.0,Kentucky,21.0,165.4,58.40833333333333
2016.0,Louisiana,22.0,170.6,68.91666666666667
2016.0,Maryland,24.0,164.0,56.916666666666664
2016.0,Michigan,26.0,155.2,47.81666666666666
2016.0,Minnesota,27.0,187.4,44.958333333333336
2016.0,Mississippi,28.0,168.0,66.21666666666667
2016.0,Missouri,29.0,164.8,57.85833333333334
2016.0,Montana,30.0,100.0,45.025000000000006
2016.0,Nebraska,31.0,182.8,51.88333333333333
2016.0,New Jersey,34.0,145.0,55.425000000000004
2016.0,New Mexico,35.0,150.0,55.449999999999996
2016.0,New York,36.0,134.0,48.125
2016.0,North Carolina,37.0,136.4,61.28333333333333
2016.0,North Dakota,38.0,143.8,44.81666666666666
2016.0,Ohio,39.0,161.6,54.1
2016.0,Oklahoma,40.0,122.6,62.53333333333333
2016.0,Oregon,41.0,230.0,48.958333333333336
2016.0,Pennsylvania,42.0,135.0,51.39166666666667
2016.0,South Carolina,45.0,130.8,65.25833333333334
2016.0,South Dakota,46.0,148.6,48.708333333333336
2016.0,Tennessee,47.0,150.4,60.73333333333334
2016.0,Texas,48.0,127.0,67.21666666666667
2016.0,Utah,49.0,175.0,50.208333333333336
2016.0,Virginia,51.0,153.4,57.56666666666666
2016.0,Washington,53.0,230.0,48.84166666666667
2016.0,West Virginia,54.0,145.0,54.583333333333336
2016.0,Wisconsin,55.0,176.6,46.69166666666666
2016.0,Wyoming,56.0,147.0,44.099999999999994
2017.0,Alabama,1.0,166.8,65.16666666666667
2017.0,Arizona,4.0,195.0,62.949999999999996
2017.0,Arkansas,5.0,181.0,62.51666666666667
2017.0,California,6.0,175.0,60.18333333333334
2017.0,Colorado,8.0,145.2,47.725
2017.0,Delaware,10.0,191.0,57.76666666666667
2017.0,Florida,12.0,161.0,73.01666666666667
2017.0,Georgia,13.0,179.8,65.925
2017.0,Idaho,16.0,205.6,43.99166666666667
2017.0,Illinois,17.0,193.6,54.34166666666667
2017.0,Indiana,18.0,175.6,53.99166666666667
2017.0,Iowa,19.0,193.0,49.94166666666666
2017.0,Kansas,20.0,133.6,56.324999999999996
2017.0,Kentucky,21.0,174.2,57.85833333333333
2017.0,Louisiana,22.0,185.4,68.875
2017.0,Maryland,24.0,167.2,56.80833333333333
2017.0,Michigan,26.0,166.6,46.475
2017.0,Minnesota,27.0,186.6,42.699999999999996
2017.0,Mississippi,28.0,187.0,65.86666666666667
2017.0,Missouri,29.0,168.6,57.05833333333334
2017.0,Montana,30.0,70.0,42.89166666666667
2017.0,Nebraska,31.0,181.0,50.55833333333334
2017.0,New Jersey,34.0,167.0,54.71666666666667
2017.0,New Mexico,35.0,134.0,56.324999999999996
2017.0,New York,36.0,151.0,47.125
2017.0,North Carolina,37.0,140.4,61.074999999999996
2017.0,North Dakota,38.0,128.8,41.78333333333333
2017.0,Ohio,39.0,173.4,53.30833333333334
2017.0,Oklahoma,40.0,122.8,61.73333333333333
2017.0,Oregon,41.0,212.0,47.80833333333334
2017.0,Pennsylvania,42.0,161.4,50.75
2017.0,South Carolina,45.0,136.0,65.09166666666667
2017.0,South Dakota,46.0,145.4,46.5
2017.0,Tennessee,47.0,169.2,60.025
2017.0,Texas,48.0,139.2,67.39999999999999
2017.0,Utah,49.0,176.0,50.550000000000004
2017.0,Virginia,51.0,145.2,57.38333333333333
2017.0,Washington,53.0,226.0,46.666666666666664
2017.0,West Virginia,54.0,152.0,54.11666666666667
2017.0,Wisconsin,55.0,166.0,44.81666666666666
2017.0,Wyoming,56.0,155.0,42.88333333333333
2018.0,Alabama,1.0,170.2,64.35000000000001
2018.0,Arizona,4.0,220.0,62.416666666666664
2018.0,Arkansas,5.0,181.0,61.09166666666667
2018.0,California,6.0,178.2,60.25
2018.0,Colorado,8.0,129.2,47.30833333333334
2018.0,Delaware,10.0,165.2,56.916666666666664
2018.0,Florida,12.0,157.0,72.25833333333334
2018.0,Georgia,13.0,171.6,65.04166666666667
2018.0,Idaho,16.0,201.0,44.55833333333334
2018.0,Illinois,17.0,210.6,52.28333333333333
2018.0,Indiana,18.0,191.0,52.333333333333336
2018.0,Iowa,19.0,201.2,47.333333333333336
2018.0,Kansas,20.0,129.8,54.56666666666666
2018.0,Kentucky,21.0,177.2,56.75
2018.0,Louisiana,22.0,171.4,67.7
2018.0,Maryland,24.0,160.6,55.75
2018.0,Michigan,26.0,160.8,44.791666666666664
2018.0,Minnesota,27.0,187.8,40.30833333333333
2018.0,Mississippi,28.0,186.2,64.70833333333333
2018.0,Missouri,29.0,139.2,55.1
2018.0,Montana,30.0,85.0,41.10833333333333
2018.0,Nebraska,31.0,195.2,48.19166666666666
2018.0,New Jersey,34.0,141.0,53.974999999999994
2018.0,New Mexico,35.0,187.0,55.63333333333333
2018.0,New York,36.0,161.8,45.925000000000004
2018.0,North Carolina,37.0,117.8,60.324999999999996
2018.0,North Dakota,38.0,147.0,39.56666666666667
2018.0,Ohio,39.0,187.6,51.94166666666666
2018.0,Oklahoma,40.0,129.8,60.175000000000004
2018.0,Oregon,41.0,195.0,48.48333333333333
2018.0,Pennsylvania,42.0,153.2,49.525
2018.0,South Carolina,45.0,124.0,64.21666666666667
2018.0,South Dakota,46.0,168.2,43.98333333333333
2018.0,Tennessee,47.0,172.6,58.949999999999996
2018.0,Texas,48.0,109.6,65.97500000000001
2018.0,Utah,49.0,182.0,50.550000000000004
2018.0,Virginia,51.0,147.6,56.458333333333336
2018.0,Washington,53.0,222.0,47.9
2018.0,West Virginia,54.0,152.0,53.125
2018.0,Wisconsin,55.0,176.8,42.875
2018.0,Wyoming,56.0,164.0,42.483333333333334
2019.0,Alabama,1.0,155.2,65.28333333333333
2019.0,Arizona,4.0,231.0,60.28333333333333
2019.0,Arkansas,5.0,176.4,61.13333333333333
2019.0,California,6.0,164.0,58.43333333333334
2019.0,Colorado,8.0,141.0,45.18333333333334
2019.0,Delaware,10.0,156.8,57.541666666666664
2019.0,Florida,12.0,161.0,73.10833333333333
2019.0,Georgia,13.0,166.4,66.125
2019.0,Idaho,16.0,207.0,42.89166666666667
2019.0,Illinois,17.0,180.0,52.05833333333334
2019.0,Indiana,18.0,164.6,52.375
2019.0,Iowa,19.0,192.8,46.78333333333333
2019.0,Kansas,20.0,134.6,53.69166666666666
2019.0,Kentucky,21.0,176.4,57.4
2019.0,Louisiana,22.0,168.4,67.63333333333333
2019.0,Maryland,24.0,165.2,56.574999999999996
2019.0,Michigan,26.0,151.2,43.96666666666667
2019.0,Minnesota,27.0,172.2,39.458333333333336
2019.0,Mississippi,28.0,174.8,65.14166666666667
2019.0,Missouri,29.0,157.0,54.875
2019.0,Montana,30.0,95.0,39.858333333333334
2019.0,Nebraska,31.0,184.4,47.39166666666667
2019.0,New Jersey,34.0,155.0,54.333333333333336
2019.0,New Mexico,35.0,135.0,54.38333333333333
2019.0,New York,36.0,153.4,45.28333333333333
2019.0,North Carolina,37.0,109.6,61.24166666666667
2019.0,North Dakota,38.0,142.0,38.199999999999996
2019.0,Ohio,39.0,161.0,52.36666666666667
2019.0,Oklahoma,40.0,141.2,59.76666666666667
2019.0,Oregon,41.0,237.0,47.050000000000004
2019.0,Pennsylvania,42.0,155.4,49.900000000000006
2019.0,South Carolina,45.0,109.4,64.94166666666666
2019.0,South Dakota,46.0,152.4,42.4
2019.0,Tennessee,47.0,175.0,59.725
2019.0,Texas,48.0,139.4,65.81666666666666
2019.0,Utah,49.0,143.0,47.800000000000004
2019.0,Virginia,51.0,145.6,57.38333333333333
2019.0,Washington,53.0,213.4,46.525
2019.0,West Virginia,54.0,165.0,54.083333333333336
2019.0,Wisconsin,55.0,164.0,42.19166666666667
2019.0,Wyoming,56.0,123.0,40.208333333333336
2020.0,Alabama,1.0,163.6,65.08333333333333
2020.0,Arizona,4.0,202.0,62.61666666666667
2020.0,Arkansas,5.0,182.0,61.28333333333333
2020.0,California,6.0,164.2,60.46666666666667
2020.0,Colorado,8.0,119.4,47.31666666666666
2020.0,Delaware,10.0,172.4,57.98333333333334
2020.0,Florida,12.0,138.0,73.47500000000001
2020.0,Georgia,13.0,181.2,65.84166666666667
2020.0,Idaho,16.0,203.4,44.35
2020.0,Illinois,17.0,199.2,53.40833333333333
2020.0,Indiana,18.0,187.8,53.4
2020.0,Iowa,19.0,188.0,49.24166666666667
2020.0,Kansas,20.0,136.4,55.65
2020.0,Kentucky,21.0,181.6,57.35
2020.0,Louisiana,22.0,181.8,68.275
2020.0,Maryland,24.0,157.2,57.225
2020.0,Michigan,26.0,162.0,46.541666666666664
2020.0,Minnesota,27.0,198.4,42.225
2020.0,Mississippi,28.0,180.4,65.60833333333333
2020.0,Missouri,29.0,170.0,55.89166666666667
2020.0,Montana,30.0,109.0,43.15833333333333
2020.0,Nebraska,31.0,186.2,50.51666666666667
2020.0,New Jersey,34.0,156.0,55.50833333333333
2020.0,New Mexico,35.0,195.0,56.1
2020.0,New York,36.0,164.8,47.708333333333336
2020.0,North Carolina,37.0,121.0,61.00833333333333
2020.0,North Dakota,38.0,151.2,41.949999999999996
2020.0,Ohio,39.0,171.8,53.13333333333333
2020.0,Oklahoma,40.0,134.6,60.800000000000004
2020.0,Oregon,41.0,241.0,48.824999999999996
2020.0,Pennsylvania,42.0,148.8,51.18333333333334
2020.0,South Carolina,45.0,135.2,64.8
2020.0,South Dakota,46.0,165.4,46.541666666666664
2020.0,Tennessee,47.0,171.2,59.525000000000006
2020.0,Texas,48.0,136.4,66.94166666666666
2020.0,Utah,49.0,149.0,50.475
2020.0,Virginia,51.0,130.6,57.541666666666664
2020.0,Washington,53.0,237.6,48.041666666666664
2020.0,West Virginia,54.0,144.0,54.11666666666667
2020.0,Wisconsin,55.0,181.2,44.80833333333333
2020.0,Wyoming,56.0,122.0,42.725
2021.0,Alabama,1.0,163.6,63.75833333333333
2021.0,Arizona,4.0,181.0,61.99166666666667
2021.0,Arkansas,5.0,182.2,60.833333333333336
2021.0,California,6.0,194.6,60.44166666666666
2021.0,Colorado,8.0,132.2,47.208333333333336
2021.0,Delaware,10.0,170.4,57.166666666666664
2021.0,Florida,12.0,176.0,71.81666666666666
2021.0,Georgia,13.0,176.0,64.13333333333334
2021.0,Idaho,16.0,211.0,45.38333333333333
2021.0,Illinois,17.0,209.4,53.449999999999996
2021.0,Indiana,18.0,193.8,53.21666666666667
2021.0,Iowa,19.0,199.4,49.81666666666666
2021.0,Kansas,20.0,138.8,55.88333333333333
2021.0,Kentucky,21.0,186.8,56.525
2021.0,Louisiana,22.0,179.4,67.04166666666667
2021.0,Maryland,24.0,167.8,56.574999999999996
2021.0,Michigan,26.0,172.6,47.333333333333336
2021.0,Minnesota,27.0,176.2,44.40833333333333
2021.0,Mississippi,28.0,184.2,64.35833333333333
2021.0,Missouri,29.0,164.6,55.96666666666667
2021.0,Montana,30.0,100.0,44.34166666666667
2021.0,Nebraska,31.0,189.8,50.925000000000004
2021.0,New Jersey,34.0,163.0,54.96666666666667
2021.0,New Mexico,35.0,184.0,55.11666666666667
2021.0,New York,36.0,167.4,47.59166666666667
2021.0,North Carolina,37.0,144.8,59.75833333333333
2021.0,North Dakota,38.0,106.8,44.18333333333334
2021.0,Ohio,39.0,190.4,52.9
2021.0,Oklahoma,40.0,151.0,60.416666666666664
2021.0,Oregon,41.0,240.0,49.25
2021.0,Pennsylvania,42.0,167.6,50.925000000000004
2021.0,South Carolina,45.0,135.4,63.26666666666667
2021.0,South Dakota,46.0,134.0,48.166666666666664
2021.0,Tennessee,47.0,171.2,58.56666666666666
2021.0,Texas,48.0,138.6,65.68333333333334
2021.0,Utah,49.0,179.0,50.541666666666664
2021.0,Virginia,51.0,153.8,56.76666666666667
2021.0,Washington,53.0,227.6,48.44166666666666
2021.0,West Virginia,54.0,144.0,53.23333333333333
2021.0,Wisconsin,55.0,172.6,45.69166666666666
2021.0,Wyoming,56.0,132.0,43.541666666666664
2022.0,Alabama,1.0,125.4,64.675
2022.0,Arizona,4.0,220.0,61.5
2022.0,Arkansas,5.0,175.8,61.4875
2022.0,California,6.0,199.4,59.5875
2022.0,Colorado,8.0,122.2,46.0125
2022.0,Delaware,10.0,168.4,55.7875
2022.0,Florida,12.0,164.0,72.2625
2022.0,Georgia,13.0,170.2,65.3375
2022.0,Idaho,16.0,205.2,42.775000000000006
2022.0,Illinois,17.0,209.2,51.762499999999996
2022.0,Indiana,18.0,188.6,52.0625
2022.0,Iowa,19.0,201.4,47.0
2022.0,Kansas,20.0,118.0,55.1375
2022.0,Kentucky,21.0,151.0,56.8375
2022.0,Louisiana,22.0,168.0,67.8
2022.0,Maryland,24.0,170.6,55.375
2022.0,Michigan,26.0,167.2,43.387499999999996
2022.0,Minnesota,27.0,191.8,38.2625
2022.0,Mississippi,28.0,169.8,65.55
2022.0,Missouri,29.0,153.6,55.1625
2022.0,Montana,30.0,112.0,41.8125
2022.0,Nebraska,31.0,172.4,49.7
2022.0,New Jersey,34.0,114.0,53.725
2022.0,New Mexico,35.0,149.0,55.125
2022.0,New York,36.0,150.8,45.0625
2022.0,North Carolina,37.0,115.2,60.4
2022.0,North Dakota,38.0,140.0,38.55
2022.0,Ohio,39.0,187.2,51.425
2022.0,Oklahoma,40.0,123.8,61.212500000000006
2022.0,Oregon,41.0,237.0,47.425
2022.0,Pennsylvania,42.0,147.6,49.15
2022.0,South Carolina,45.0,124.8,64.425
2022.0,South Dakota,46.0,134.4,44.775
2022.0,Tennessee,47.0,128.6,59.225
2022.0,Texas,48.0,102.6,67.15
2022.0,Utah,49.0,165.0,49.3375
2022.0,Virginia,51.0,162.8,56.5375
2022.0,Washington,53.0,238.0,46.375
2022.0,West Virginia,54.0,168.0,52.5
2022.0,Wisconsin,55.0,182.4,41.2875
2022.0,Wyoming,56.0,153.0,41.599999999999994
